FREQ;REF_AREA;TABLENAME;INDICATOR;ACTIVITY;NUMBER_EMPL;LEGAL_FORM;SURVIVAL_AGE;TIME_PERIOD;OBS_VALUE;UNIT_MEASURE;UNIT_MULT;DECIMALS;OBS_STATUS;OBS_STATUS_1;CONF_STATUS;CONF_STATUS_1;DOMINANCE;SHARE_SECOND;COMMENT_OBS
A;FR;T11;EMPL;B;E0;_T;_Z;2022;78;PN;0;0;B;;;;;;
A;FR;T11;EMPL;B;E1T4;_T;_Z;2022;591;PN;0;0;B;;;;;;
A;FR;T11;EMPL;B;E5T9;_T;_Z;2022;1104;PN;0;0;B;;;;;;
A;FR;T11;EMPL;B;EGE10;_T;_Z;2022;16596;PN;0;0;B;;;;;;
A;FR;T11;EMPL;B;_T;LL;_Z;2022;18121;PN;0;0;B;;;;;;
A;FR;T11;EMPL;B;_T;PA;_Z;2022;92;PN;0;0;B;;C;O;100;;
A;FR;T11;EMPL;B;_T;SP;_Z;2022;155;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL;B;_T;_T;_Z;2022;18369;PN;0;0;B;;;;;;
A;FR;T11;EMPL;BTSXO_S94;E0;_T;_Z;2022;2160185;PN;0;0;B;;;;;;
A;FR;T11;EMPL;BTSXO_S94;E1T4;_T;_Z;2022;2207453;PN;0;0;B;;;;;;
A;FR;T11;EMPL;BTSXO_S94;E5T9;_T;_Z;2022;1525942;PN;0;0;B;;;;;;
A;FR;T11;EMPL;BTSXO_S94;EGE10;_T;_Z;2022;15276808;PN;0;0;B;;;;;;
A;FR;T11;EMPL;BTSXO_S94;_T;LL;_Z;2022;18054706;PN;0;0;B;;;;;;
A;FR;T11;EMPL;BTSXO_S94;_T;PA;_Z;2022;685538;PN;0;0;B;;;;;;
A;FR;T11;EMPL;BTSXO_S94;_T;SP;_Z;2022;2430145;PN;0;0;B;;;;;;
A;FR;T11;EMPL;BTSXO_S94;_T;_T;_Z;2022;21170389;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C;E0;_T;_Z;2022;103982;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C;E1T4;_T;_Z;2022;136999;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C;E5T9;_T;_Z;2022;156503;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C;EGE10;_T;_Z;2022;2815159;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C;_T;LL;_Z;2022;3078387;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C;_T;PA;_Z;2022;1989;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C;_T;SP;_Z;2022;132268;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C;_T;_T;_Z;2022;3212644;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C10T12;E0;_T;_Z;2022;11804;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C10T12;E1T4;_T;_Z;2022;61912;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C10T12;E5T9;_T;_Z;2022;78913;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C10T12;EGE10;_T;_Z;2022;595363;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C10T12;_T;LL;_Z;2022;709336;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C10T12;_T;PA;_Z;2022;502;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C10T12;_T;SP;_Z;2022;38154;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C10T12;_T;_T;_Z;2022;747992;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C13_14;E0;_T;_Z;2022;17861;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C13_14;E1T4;_T;_Z;2022;4110;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C13_14;E5T9;_T;_Z;2022;3995;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C13_14;EGE10;_T;_Z;2022;54510;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C13_14;_T;LL;_Z;2022;62440;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C13_14;_T;PA;_Z;2022;70;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C13_14;_T;SP;_Z;2022;17966;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C13_14;_T;_T;_Z;2022;80476;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C15;E0;_T;_Z;2022;2681;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C15;E1T4;_T;_Z;2022;996;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL;C15;E5T9;_T;_Z;2022;658;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C15;EGE10;_T;_Z;2022;35093;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL;C15;_T;LL;_Z;2022;36702;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL;C15;_T;PA;_Z;2022;0;PN;0;0;B;;C;A;;;
A;FR;T11;EMPL;C15;_T;SP;_Z;2022;2726;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL;C15;_T;_T;_Z;2022;39428;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C16;E0;_T;_Z;2022;6708;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C16;E1T4;_T;_Z;2022;4690;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C16;E5T9;_T;_Z;2022;5371;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C16;EGE10;_T;_Z;2022;52370;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C16;_T;LL;_Z;2022;61675;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C16;_T;PA;_Z;2022;152;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL;C16;_T;SP;_Z;2022;7313;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL;C16;_T;_T;_Z;2022;69139;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C17_18;E0;_T;_Z;2022;8688;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C17_18;E1T4;_T;_Z;2022;6684;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C17_18;E5T9;_T;_Z;2022;5901;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C17_18;EGE10;_T;_Z;2022;94583;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C17_18;_T;LL;_Z;2022;107403;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C17_18;_T;PA;_Z;2022;110;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C17_18;_T;SP;_Z;2022;8342;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C17_18;_T;_T;_Z;2022;115855;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C19;E0;_T;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C19;E1T4;_T;_Z;2022;3;PN;0;0;B;;C;A;;;
A;FR;T11;EMPL;C19;E5T9;_T;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C19;EGE10;_T;_Z;2022;18098;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL;C19;_T;LL;_Z;2022;18101;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C19;_T;PA;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C19;_T;SP;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C19;_T;_T;_Z;2022;18101;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C20;E0;_T;_Z;2022;1426;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C20;E1T4;_T;_Z;2022;1649;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C20;E5T9;_T;_Z;2022;1638;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C20;EGE10;_T;_Z;2022;197860;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C20;_T;LL;_Z;2022;201256;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL;C20;_T;PA;_Z;2022;0;PN;0;0;B;;C;A;;;
A;FR;T11;EMPL;C20;_T;SP;_Z;2022;1317;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL;C20;_T;_T;_Z;2022;202573;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C21;E0;_T;_Z;2022;15;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C21;E1T4;_T;_Z;2022;101;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C21;E5T9;_T;_Z;2022;108;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C21;EGE10;_T;_Z;2022;96752;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C21;_T;LL;_Z;2022;96969;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C21;_T;PA;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C21;_T;SP;_Z;2022;7;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C21;_T;_T;_Z;2022;96976;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C22;E0;_T;_Z;2022;564;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C22;E1T4;_T;_Z;2022;1619;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C22;E5T9;_T;_Z;2022;2744;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C22;EGE10;_T;_Z;2022;139347;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C22;_T;LL;_Z;2022;143744;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C22;_T;PA;_Z;2022;11;PN;0;0;B;;C;A;;;
A;FR;T11;EMPL;C22;_T;SP;_Z;2022;518;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL;C22;_T;_T;_Z;2022;144273;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C23;E0;_T;_Z;2022;6830;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C23;E1T4;_T;_Z;2022;3598;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C23;E5T9;_T;_Z;2022;3719;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C23;EGE10;_T;_Z;2022;109023;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C23;_T;LL;_Z;2022;115937;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C23;_T;PA;_Z;2022;4;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C23;_T;SP;_Z;2022;7229;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C23;_T;_T;_Z;2022;123170;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C24_25;E0;_T;_Z;2022;5933;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C24_25;E1T4;_T;_Z;2022;12650;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C24_25;E5T9;_T;_Z;2022;20096;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C24_25;EGE10;_T;_Z;2022;331474;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C24_25;_T;LL;_Z;2022;363774;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL;C24_25;_T;PA;_Z;2022;260;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL;C24_25;_T;SP;_Z;2022;6120;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C24_25;_T;_T;_Z;2022;370154;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C26;E0;_T;_Z;2022;521;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C26;E1T4;_T;_Z;2022;1206;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C26;E5T9;_T;_Z;2022;1518;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C26;EGE10;_T;_Z;2022;134754;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C26;_T;LL;_Z;2022;137575;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C26;_T;PA;_Z;2022;0;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL;C26;_T;SP;_Z;2022;424;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL;C26;_T;_T;_Z;2022;137999;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C27;E0;_T;_Z;2022;694;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C27;E1T4;_T;_Z;2022;1148;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C27;E5T9;_T;_Z;2022;1513;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C27;EGE10;_T;_Z;2022;120155;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C27;_T;LL;_Z;2022;122874;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL;C27;_T;PA;_Z;2022;6;PN;0;0;B;;C;A;;;
A;FR;T11;EMPL;C27;_T;SP;_Z;2022;629;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL;C27;_T;_T;_Z;2022;123509;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C28;E0;_T;_Z;2022;605;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C28;E1T4;_T;_Z;2022;2641;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C28;E5T9;_T;_Z;2022;3506;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C28;EGE10;_T;_Z;2022;173518;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C28;_T;LL;_Z;2022;179682;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C28;_T;PA;_Z;2022;18;PN;0;0;B;;C;O;96;;
A;FR;T11;EMPL;C28;_T;SP;_Z;2022;570;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL;C28;_T;_T;_Z;2022;180270;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C29_30;E0;_T;_Z;2022;791;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C29_30;E1T4;_T;_Z;2022;1777;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C29_30;E5T9;_T;_Z;2022;2109;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C29_30;EGE10;_T;_Z;2022;408525;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C29_30;_T;LL;_Z;2022;411891;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C29_30;_T;PA;_Z;2022;540;PN;0;0;B;;C;O;100;;
A;FR;T11;EMPL;C29_30;_T;SP;_Z;2022;770;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL;C29_30;_T;_T;_Z;2022;413202;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C31_32;E0;_T;_Z;2022;28520;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C31_32;E1T4;_T;_Z;2022;14661;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C31_32;E5T9;_T;_Z;2022;9748;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C31_32;EGE10;_T;_Z;2022;110901;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C31_32;_T;LL;_Z;2022;133678;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C31_32;_T;PA;_Z;2022;234;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C31_32;_T;SP;_Z;2022;29918;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C31_32;_T;_T;_Z;2022;163830;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C33;E0;_T;_Z;2022;10341;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C33;E1T4;_T;_Z;2022;17554;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C33;E5T9;_T;_Z;2022;14967;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C33;EGE10;_T;_Z;2022;142835;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C33;_T;LL;_Z;2022;175350;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C33;_T;PA;_Z;2022;83;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C33;_T;SP;_Z;2022;10263;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C33;_T;_T;_Z;2022;185696;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C_ICT;E0;_T;_Z;2022;321;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C_ICT;E1T4;_T;_Z;2022;656;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C_ICT;E5T9;_T;_Z;2022;799;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C_ICT;EGE10;_T;_Z;2022;57543;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C_ICT;_T;LL;_Z;2022;59062;PN;0;0;B;;;;;;
A;FR;T11;EMPL;C_ICT;_T;PA;_Z;2022;0;PN;0;0;B;;C;A;;;
A;FR;T11;EMPL;C_ICT;_T;SP;_Z;2022;257;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL;C_ICT;_T;_T;_Z;2022;59319;PN;0;0;B;;;;;;
A;FR;T11;EMPL;D;E0;_T;_Z;2022;1529;PN;0;0;B;;;;;;
A;FR;T11;EMPL;D;E1T4;_T;_Z;2022;2076;PN;0;0;B;;;;;;
A;FR;T11;EMPL;D;E5T9;_T;_Z;2022;943;PN;0;0;B;;;;;;
A;FR;T11;EMPL;D;EGE10;_T;_Z;2022;218528;PN;0;0;B;;;;;;
A;FR;T11;EMPL;D;_T;LL;_Z;2022;222496;PN;0;0;B;;;;;;
A;FR;T11;EMPL;D;_T;PA;_Z;2022;11;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL;D;_T;SP;_Z;2022;569;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL;D;_T;_T;_Z;2022;223076;PN;0;0;B;;;;;;
A;FR;T11;EMPL;E;E0;_T;_Z;2022;5832;PN;0;0;B;;;;;;
A;FR;T11;EMPL;E;E1T4;_T;_Z;2022;5940;PN;0;0;B;;;;;;
A;FR;T11;EMPL;E;E5T9;_T;_Z;2022;5866;PN;0;0;B;;;;;;
A;FR;T11;EMPL;E;EGE10;_T;_Z;2022;200884;PN;0;0;B;;;;;;
A;FR;T11;EMPL;E;_T;LL;_Z;2022;202777;PN;0;0;B;;;;;;
A;FR;T11;EMPL;E;_T;PA;_Z;2022;9829;PN;0;0;B;;;;;;
A;FR;T11;EMPL;E;_T;SP;_Z;2022;5916;PN;0;0;B;;;;;;
A;FR;T11;EMPL;E;_T;_T;_Z;2022;218522;PN;0;0;B;;;;;;
A;FR;T11;EMPL;F;E0;_T;_Z;2022;259575;PN;0;0;B;;;;;;
A;FR;T11;EMPL;F;E1T4;_T;_Z;2022;396835;PN;0;0;B;;;;;;
A;FR;T11;EMPL;F;E5T9;_T;_Z;2022;270027;PN;0;0;B;;;;;;
A;FR;T11;EMPL;F;EGE10;_T;_Z;2022;1177393;PN;0;0;B;;;;;;
A;FR;T11;EMPL;F;_T;LL;_Z;2022;1800815;PN;0;0;B;;;;;;
A;FR;T11;EMPL;F;_T;PA;_Z;2022;1245;PN;0;0;B;;;;;;
A;FR;T11;EMPL;F;_T;SP;_Z;2022;301769;PN;0;0;B;;;;;;
A;FR;T11;EMPL;F;_T;_T;_Z;2022;2103829;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G;E0;_T;_Z;2022;255593;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G;E1T4;_T;_Z;2022;502041;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G;E5T9;_T;_Z;2022;367301;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G;EGE10;_T;_Z;2022;2666815;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G;_T;LL;_Z;2022;3486025;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G;_T;PA;_Z;2022;5689;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G;_T;SP;_Z;2022;300036;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G;_T;_T;_Z;2022;3791749;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G45;E0;_T;_Z;2022;35056;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G45;E1T4;_T;_Z;2022;96279;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G45;E5T9;_T;_Z;2022;69604;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G45;EGE10;_T;_Z;2022;303991;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G45;_T;LL;_Z;2022;462302;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G45;_T;PA;_Z;2022;216;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G45;_T;SP;_Z;2022;42412;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G45;_T;_T;_Z;2022;504931;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G46;E0;_T;_Z;2022;55494;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G46;E1T4;_T;_Z;2022;85697;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G46;E5T9;_T;_Z;2022;76195;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G46;EGE10;_T;_Z;2022;952764;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G46;_T;LL;_Z;2022;1122520;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G46;_T;PA;_Z;2022;199;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G46;_T;SP;_Z;2022;47431;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G46;_T;_T;_Z;2022;1170150;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G47;E0;_T;_Z;2022;165043;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G47;E1T4;_T;_Z;2022;320065;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G47;E5T9;_T;_Z;2022;221502;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G47;EGE10;_T;_Z;2022;1410059;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G47;_T;LL;_Z;2022;1901203;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G47;_T;PA;_Z;2022;5273;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G47;_T;SP;_Z;2022;210193;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G47;_T;_T;_Z;2022;2116669;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G471;E0;_T;_Z;2022;7871;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G471;E1T4;_T;_Z;2022;36366;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G471;E5T9;_T;_Z;2022;25786;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G471;EGE10;_T;_Z;2022;772415;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G471;_T;LL;_Z;2022;831029;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G471;_T;PA;_Z;2022;172;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G471;_T;SP;_Z;2022;11236;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G471;_T;_T;_Z;2022;842438;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G472;E0;_T;_Z;2022;9556;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G472;E1T4;_T;_Z;2022;61345;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G472;E5T9;_T;_Z;2022;28975;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G472;EGE10;_T;_Z;2022;38045;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G472;_T;LL;_Z;2022;115324;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G472;_T;PA;_Z;2022;296;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G472;_T;SP;_Z;2022;22302;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G472;_T;_T;_Z;2022;137921;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G473;E0;_T;_Z;2022;235;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G473;E1T4;_T;_Z;2022;4530;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G473;E5T9;_T;_Z;2022;3816;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G473;EGE10;_T;_Z;2022;6756;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G473;_T;LL;_Z;2022;14835;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G473;_T;PA;_Z;2022;3;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G473;_T;SP;_Z;2022;499;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G473;_T;_T;_Z;2022;15337;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G474;E0;_T;_Z;2022;2014;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G474;E1T4;_T;_Z;2022;6001;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G474;E5T9;_T;_Z;2022;2431;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G474;EGE10;_T;_Z;2022;5773;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G474;_T;LL;_Z;2022;14654;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G474;_T;PA;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G474;_T;SP;_Z;2022;1565;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G474;_T;_T;_Z;2022;16219;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G475;E0;_T;_Z;2022;6288;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G475;E1T4;_T;_Z;2022;26089;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G475;E5T9;_T;_Z;2022;20855;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G475;EGE10;_T;_Z;2022;176078;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G475;_T;LL;_Z;2022;223431;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G475;_T;PA;_Z;2022;181;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G475;_T;SP;_Z;2022;5699;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G475;_T;_T;_Z;2022;229310;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G476;E0;_T;_Z;2022;5357;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G476;E1T4;_T;_Z;2022;23629;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G476;E5T9;_T;_Z;2022;10301;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G476;EGE10;_T;_Z;2022;54007;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G476;_T;LL;_Z;2022;83150;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G476;_T;PA;_Z;2022;199;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G476;_T;SP;_Z;2022;9946;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G476;_T;_T;_Z;2022;93294;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G477;E0;_T;_Z;2022;36990;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G477;E1T4;_T;_Z;2022;134256;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G477;E5T9;_T;_Z;2022;119808;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G477;EGE10;_T;_Z;2022;306963;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G477;_T;LL;_Z;2022;537275;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G477;_T;PA;_Z;2022;4364;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G477;_T;SP;_Z;2022;56379;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G477;_T;_T;_Z;2022;598017;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G478;E0;_T;_Z;2022;61843;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G478;E1T4;_T;_Z;2022;17341;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G478;E5T9;_T;_Z;2022;4669;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G478;EGE10;_T;_Z;2022;2909;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G478;_T;LL;_Z;2022;17518;PN;0;0;B;;;;;;
A;FR;T11;EMPL;G478;_T;PA;_Z;2022;52;PN;0;0;B;;;;;;
