FREQ;REF_AREA;TABLENAME;INDICATOR;ACTIVITY;NUMBER_EMPL;LEGAL_FORM;SURVIVAL_AGE;TIME_PERIOD;OBS_VALUE;UNIT_MEASURE;UNIT_MULT;DECIMALS;OBS_STATUS;OBS_STATUS_1;CONF_STATUS;CONF_STATUS_1;DOMINANCE;SHARE_SECOND;COMMENT_OBS
A;FR;T12;EMPL_DTH;C10T12;E5T9;_T;_Z;2022;369;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C10T12;EGE10;_T;_Z;2021;136;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C10T12;EGE10;_T;_Z;2022;547;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C10T12;_T;LL;_Z;2021;991;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C10T12;_T;LL;_Z;2022;2031;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C10T12;_T;PA;_Z;2021;9;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C10T12;_T;PA;_Z;2022;35;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C10T12;_T;SP;_Z;2021;947;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C10T12;_T;SP;_Z;2022;1247;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C10T12;_T;_T;_Z;2021;1947;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C10T12;_T;_T;_Z;2022;3313;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C13_14;E0;_T;_Z;2021;1675;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C13_14;E0;_T;_Z;2022;1706;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C13_14;E1T4;_T;_Z;2021;160;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C13_14;E1T4;_T;_Z;2022;207;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C13_14;E5T9;_T;_Z;2021;164;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C13_14;E5T9;_T;_Z;2022;92;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C13_14;EGE10;_T;_Z;2021;72;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C13_14;EGE10;_T;_Z;2022;64;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C13_14;_T;LL;_Z;2021;409;PN;0;0;B;;C;D;;;
A;FR;T12;EMPL_DTH;C13_14;_T;LL;_Z;2022;347;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL_DTH;C13_14;_T;PA;_Z;2021;0;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C13_14;_T;PA;_Z;2022;0;PN;0;0;B;;C;A;;;
A;FR;T11;EMPL_DTH;C13_14;_T;SP;_Z;2021;1662;PN;0;0;B;;C;D;;;
A;FR;T12;EMPL_DTH;C13_14;_T;SP;_Z;2022;1723;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL_DTH;C13_14;_T;_T;_Z;2021;2071;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C13_14;_T;_T;_Z;2022;2070;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C15;E0;_T;_Z;2021;209;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C15;E0;_T;_Z;2022;252;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C15;E1T4;_T;_Z;2021;27;PN;0;0;B;;C;D;;;
A;FR;T12;EMPL_DTH;C15;E1T4;_T;_Z;2022;34;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL_DTH;C15;E5T9;_T;_Z;2021;0;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C15;E5T9;_T;_Z;2022;12;PN;0;0;B;;C;A;;;
A;FR;T11;EMPL_DTH;C15;EGE10;_T;_Z;2021;30;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C15;EGE10;_T;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C15;_T;LL;_Z;2021;62;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C15;_T;LL;_Z;2022;41;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C15;_T;PA;_Z;2021;0;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C15;_T;PA;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C15;_T;SP;_Z;2021;205;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C15;_T;SP;_Z;2022;257;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C15;_T;_T;_Z;2021;266;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C15;_T;_T;_Z;2022;298;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C16;E0;_T;_Z;2021;574;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C16;E0;_T;_Z;2022;610;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C16;E1T4;_T;_Z;2021;67;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C16;E1T4;_T;_Z;2022;161;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C16;E5T9;_T;_Z;2021;44;PN;0;0;B;;C;D;;;
A;FR;T12;EMPL_DTH;C16;E5T9;_T;_Z;2022;43;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C16;EGE10;_T;_Z;2021;11;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C16;EGE10;_T;_Z;2022;122;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C16;_T;LL;_Z;2021;120;PN;0;0;B;;C;D;;;
A;FR;T12;EMPL_DTH;C16;_T;LL;_Z;2022;276;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL_DTH;C16;_T;PA;_Z;2021;0;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C16;_T;PA;_Z;2022;0;PN;0;0;B;;C;A;;;
A;FR;T11;EMPL_DTH;C16;_T;SP;_Z;2021;576;PN;0;0;B;;C;D;;;
A;FR;T12;EMPL_DTH;C16;_T;SP;_Z;2022;660;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL_DTH;C16;_T;_T;_Z;2021;696;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C16;_T;_T;_Z;2022;936;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C17_18;E0;_T;_Z;2021;759;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C17_18;E0;_T;_Z;2022;688;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C17_18;E1T4;_T;_Z;2021;80;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C17_18;E1T4;_T;_Z;2022;222;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C17_18;E5T9;_T;_Z;2021;25;PN;0;0;B;;C;D;;;
A;FR;T12;EMPL_DTH;C17_18;E5T9;_T;_Z;2022;43;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C17_18;EGE10;_T;_Z;2021;185;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C17_18;EGE10;_T;_Z;2022;152;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C17_18;_T;LL;_Z;2021;310;PN;0;0;B;;C;D;;;
A;FR;T12;EMPL_DTH;C17_18;_T;LL;_Z;2022;413;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL_DTH;C17_18;_T;PA;_Z;2021;1;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C17_18;_T;PA;_Z;2022;0;PN;0;0;B;;C;A;;;
A;FR;T11;EMPL_DTH;C17_18;_T;SP;_Z;2021;738;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C17_18;_T;SP;_Z;2022;692;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL_DTH;C17_18;_T;_T;_Z;2021;1049;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C17_18;_T;_T;_Z;2022;1105;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C19;E0;_T;_Z;2021;0;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C19;E0;_T;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C19;E1T4;_T;_Z;2021;0;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C19;E1T4;_T;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C19;E5T9;_T;_Z;2021;0;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C19;E5T9;_T;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C19;EGE10;_T;_Z;2021;0;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C19;EGE10;_T;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C19;_T;LL;_Z;2021;0;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C19;_T;LL;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C19;_T;PA;_Z;2021;0;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C19;_T;PA;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C19;_T;SP;_Z;2021;0;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C19;_T;SP;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C19;_T;_T;_Z;2021;0;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C19;_T;_T;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C20;E0;_T;_Z;2021;90;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C20;E0;_T;_Z;2022;123;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C20;E1T4;_T;_Z;2021;19;PN;0;0;B;;C;D;;;
A;FR;T12;EMPL_DTH;C20;E1T4;_T;_Z;2022;53;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C20;E5T9;_T;_Z;2021;8;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C20;E5T9;_T;_Z;2022;13;PN;0;0;B;;C;A;;;
A;FR;T11;EMPL_DTH;C20;EGE10;_T;_Z;2021;29;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C20;EGE10;_T;_Z;2022;34;PN;0;0;B;;C;A;;;
A;FR;T11;EMPL_DTH;C20;_T;LL;_Z;2021;63;PN;0;0;B;;C;D;;;
A;FR;T12;EMPL_DTH;C20;_T;LL;_Z;2022;101;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C20;_T;PA;_Z;2021;0;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C20;_T;PA;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C20;_T;SP;_Z;2021;82;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C20;_T;SP;_Z;2022;122;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C20;_T;_T;_Z;2021;145;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C20;_T;_T;_Z;2022;223;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C21;E0;_T;_Z;2021;1;PN;0;0;B;;C;O;100;;
A;FR;T12;EMPL_DTH;C21;E0;_T;_Z;2022;1;PN;0;0;B;;C;O;100;;
A;FR;T11;EMPL_DTH;C21;E1T4;_T;_Z;2021;1;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C21;E1T4;_T;_Z;2022;3;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C21;E5T9;_T;_Z;2021;0;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C21;E5T9;_T;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C21;EGE10;_T;_Z;2021;0;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C21;EGE10;_T;_Z;2022;32;PN;0;0;B;;C;A;;;
A;FR;T11;EMPL_DTH;C21;_T;LL;_Z;2021;1;PN;0;0;B;;C;D;;;
A;FR;T12;EMPL_DTH;C21;_T;LL;_Z;2022;35;PN;0;0;B;;C;O;92;;
A;FR;T11;EMPL_DTH;C21;_T;PA;_Z;2021;0;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C21;_T;PA;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C21;_T;SP;_Z;2021;1;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C21;_T;SP;_Z;2022;1;PN;0;0;B;;C;A;;;
A;FR;T11;EMPL_DTH;C21;_T;_T;_Z;2021;2;PN;0;0;B;;C;D;;;
A;FR;T12;EMPL_DTH;C21;_T;_T;_Z;2022;36;PN;0;0;B;;C;O;90;;
A;FR;T11;EMPL_DTH;C22;E0;_T;_Z;2021;59;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C22;E0;_T;_Z;2022;38;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C22;E1T4;_T;_Z;2021;25;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C22;E1T4;_T;_Z;2022;45;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C22;E5T9;_T;_Z;2021;26;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C22;E5T9;_T;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C22;EGE10;_T;_Z;2021;10;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C22;EGE10;_T;_Z;2022;73;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C22;_T;LL;_Z;2021;64;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C22;_T;LL;_Z;2022;111;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C22;_T;PA;_Z;2021;0;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C22;_T;PA;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C22;_T;SP;_Z;2021;56;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C22;_T;SP;_Z;2022;45;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C22;_T;_T;_Z;2021;120;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C22;_T;_T;_Z;2022;157;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C23;E0;_T;_Z;2021;392;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C23;E0;_T;_Z;2022;638;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C23;E1T4;_T;_Z;2021;59;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C23;E1T4;_T;_Z;2022;97;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL_DTH;C23;E5T9;_T;_Z;2021;18;PN;0;0;B;;C;D;;;
A;FR;T12;EMPL_DTH;C23;E5T9;_T;_Z;2022;14;PN;0;0;B;;C;A;;;
A;FR;T11;EMPL_DTH;C23;EGE10;_T;_Z;2021;35;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C23;EGE10;_T;_Z;2022;121;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C23;_T;LL;_Z;2021;81;PN;0;0;B;;C;D;;;
A;FR;T12;EMPL_DTH;C23;_T;LL;_Z;2022;194;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL_DTH;C23;_T;PA;_Z;2021;2;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C23;_T;PA;_Z;2022;1;PN;0;0;B;;C;O;100;;
A;FR;T11;EMPL_DTH;C23;_T;SP;_Z;2021;420;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C23;_T;SP;_Z;2022;675;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C23;_T;_T;_Z;2021;504;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C23;_T;_T;_Z;2022;870;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C24_25;E0;_T;_Z;2021;461;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C24_25;E0;_T;_Z;2022;368;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C24_25;E1T4;_T;_Z;2021;206;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C24_25;E1T4;_T;_Z;2022;279;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C24_25;E5T9;_T;_Z;2021;145;PN;0;0;B;;C;D;;;
A;FR;T12;EMPL_DTH;C24_25;E5T9;_T;_Z;2022;140;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C24_25;EGE10;_T;_Z;2021;39;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C24_25;EGE10;_T;_Z;2022;748;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C24_25;_T;LL;_Z;2021;407;PN;0;0;B;;C;D;;;
A;FR;T12;EMPL_DTH;C24_25;_T;LL;_Z;2022;1140;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C24_25;_T;PA;_Z;2021;10;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C24_25;_T;PA;_Z;2022;1;PN;0;0;B;;C;A;;;
A;FR;T11;EMPL_DTH;C24_25;_T;SP;_Z;2021;435;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C24_25;_T;SP;_Z;2022;395;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL_DTH;C24_25;_T;_T;_Z;2021;852;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C24_25;_T;_T;_Z;2022;1535;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C26;E0;_T;_Z;2021;52;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C26;E0;_T;_Z;2022;41;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C26;E1T4;_T;_Z;2021;8;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C26;E1T4;_T;_Z;2022;41;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C26;E5T9;_T;_Z;2021;16;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C26;E5T9;_T;_Z;2022;40;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C26;EGE10;_T;_Z;2021;47;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C26;EGE10;_T;_Z;2022;54;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C26;_T;LL;_Z;2021;77;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C26;_T;LL;_Z;2022;137;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C26;_T;PA;_Z;2021;0;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C26;_T;PA;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C26;_T;SP;_Z;2021;46;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C26;_T;SP;_Z;2022;40;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C26;_T;_T;_Z;2021;123;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C26;_T;_T;_Z;2022;177;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C27;E0;_T;_Z;2021;65;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C27;E0;_T;_Z;2022;58;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL_DTH;C27;E1T4;_T;_Z;2021;15;PN;0;0;B;;C;D;;;
A;FR;T12;EMPL_DTH;C27;E1T4;_T;_Z;2022;39;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C27;E5T9;_T;_Z;2021;9;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C27;E5T9;_T;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C27;EGE10;_T;_Z;2021;0;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C27;EGE10;_T;_Z;2022;20;PN;0;0;B;;C;A;;;
A;FR;T11;EMPL_DTH;C27;_T;LL;_Z;2021;29;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C27;_T;LL;_Z;2022;63;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL_DTH;C27;_T;PA;_Z;2021;0;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C27;_T;PA;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C27;_T;SP;_Z;2021;60;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C27;_T;SP;_Z;2022;55;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C27;_T;_T;_Z;2021;89;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C27;_T;_T;_Z;2022;118;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL_DTH;C28;E0;_T;_Z;2021;21;PN;0;0;B;;C;D;;;
A;FR;T12;EMPL_DTH;C28;E0;_T;_Z;2022;27;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C28;E1T4;_T;_Z;2021;25;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C28;E1T4;_T;_Z;2022;63;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C28;E5T9;_T;_Z;2021;0;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C28;E5T9;_T;_Z;2022;31;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C28;EGE10;_T;_Z;2021;10;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C28;EGE10;_T;_Z;2022;248;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C28;_T;LL;_Z;2021;39;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C28;_T;LL;_Z;2022;344;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C28;_T;PA;_Z;2021;0;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C28;_T;PA;_Z;2022;1;PN;0;0;B;;C;A;;;
A;FR;T11;EMPL_DTH;C28;_T;SP;_Z;2021;18;PN;0;0;B;;C;D;;;
A;FR;T12;EMPL_DTH;C28;_T;SP;_Z;2022;24;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL_DTH;C28;_T;_T;_Z;2021;57;PN;0;0;B;;C;D;;;
A;FR;T12;EMPL_DTH;C28;_T;_T;_Z;2022;369;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C29_30;E0;_T;_Z;2021;53;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C29_30;E0;_T;_Z;2022;58;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL_DTH;C29_30;E1T4;_T;_Z;2021;30;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C29_30;E1T4;_T;_Z;2022;55;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C29_30;E5T9;_T;_Z;2021;5;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C29_30;E5T9;_T;_Z;2022;14;PN;0;0;B;;C;A;;;
A;FR;T11;EMPL_DTH;C29_30;EGE10;_T;_Z;2021;40;PN;0;0;B;;C;A;;;
A;FR;T12;EMPL_DTH;C29_30;EGE10;_T;_Z;2022;360;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C29_30;_T;LL;_Z;2021;79;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C29_30;_T;LL;_Z;2022;421;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C29_30;_T;PA;_Z;2021;0;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C29_30;_T;PA;_Z;2022;0;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C29_30;_T;SP;_Z;2021;50;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C29_30;_T;SP;_Z;2022;66;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C29_30;_T;_T;_Z;2021;128;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C29_30;_T;_T;_Z;2022;487;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C31_32;E0;_T;_Z;2021;2216;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C31_32;E0;_T;_Z;2022;2572;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C31_32;E1T4;_T;_Z;2021;167;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C31_32;E1T4;_T;_Z;2022;448;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C31_32;E5T9;_T;_Z;2021;41;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C31_32;E5T9;_T;_Z;2022;40;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C31_32;EGE10;_T;_Z;2021;54;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C31_32;EGE10;_T;_Z;2022;87;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C31_32;_T;LL;_Z;2021;255;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C31_32;_T;LL;_Z;2022;502;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL_DTH;C31_32;_T;PA;_Z;2021;0;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C31_32;_T;PA;_Z;2022;5;PN;0;0;B;;C;O;87;;
A;FR;T11;EMPL_DTH;C31_32;_T;SP;_Z;2021;2223;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C31_32;_T;SP;_Z;2022;2640;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C31_32;_T;_T;_Z;2021;2478;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C31_32;_T;_T;_Z;2022;3147;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C33;E0;_T;_Z;2021;717;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C33;E0;_T;_Z;2022;656;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C33;E1T4;_T;_Z;2021;249;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C33;E1T4;_T;_Z;2022;424;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C33;E5T9;_T;_Z;2021;60;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C33;E5T9;_T;_Z;2022;166;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C33;EGE10;_T;_Z;2021;197;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C33;EGE10;_T;_Z;2022;152;PN;0;0;B;;;;;;
A;FR;T11;EMPL_DTH;C33;_T;LL;_Z;2021;487;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C33;_T;LL;_Z;2022;692;PN;0;0;B;;C;D;;;
A;FR;T11;EMPL_DTH;C33;_T;PA;_Z;2021;0;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C33;_T;PA;_Z;2022;3;PN;0;0;B;;C;O;100;;
A;FR;T11;EMPL_DTH;C33;_T;SP;_Z;2021;735;PN;0;0;B;;;;;;
A;FR;T12;EMPL_DTH;C33;_T;SP;_Z;2022;703;PN;0;0;B;;;;;;
